YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20070514,227,30,45,137,20,13,930,24,22,10049,7,78,15
20070515,250,18,27,123,76,49,2059,7,3,10140,5,72,32
20070516,291,20,34,121,87,55,1941,71,88,10096,6,79,30
20070517,62,10,18,104,56,36,1680,55,22,10128,6,83,25
20070518,210,37,39,163,66,42,1835,0,0,10132,6,80,31
20070519,244,35,36,143,120,76,2462,0,-1,10133,3,69,40
20070520,62,15,18,139,63,40,1729,66,33,10152,5,81,28
20070521,343,19,20,166,5,3,990,0,-1,10150,7,91,17
20070522,353,18,18,148,24,15,789,5,1,10198,6,90,13
20070523,39,16,18,153,148,92,2755,0,0,10223,0,71,46
20070524,5,16,20,183,148,92,2701,0,0,10158,0,68,48
20070525,355,14,20,190,95,59,2264,0,0,10071,3,73,40
20070526,32,35,36,149,10,6,1224,16,14,10034,8,72,20
20070527,259,14,25,141,18,11,1146,47,184,9965,7,87,19
20070528,253,10,15,133,1,1,854,20,14,9991,7,89,14
20070529,273,34,38,110,16,10,853,23,27,10060,7,85,13
20070530,186,37,40,148,103,63,2505,0,-1,10097,3,66,41
20070531,43,2,22,149,43,26,1392,45,66,10111,7,84,23
20070601,33,20,20,173,92,56,1786,0,0,10163,3,74,31
20070602,24,26,28,181,122,74,2531,0,0,10235,1,71,45
20070603,37,22,23,175,48,29,1893,0,0,10225,7,83,33
20070604,30,29,30,186,115,70,2316,0,0,10219,4,76,41
20070605,29,33,34,189,76,46,1972,0,0,10205,5,76,35
20070606,21,30,32,177,80,48,1945,0,-1,10185,5,82,34
20070607,22,32,33,214,97,59,2357,0,0,10166,4,80,44
20070608,116,3,23,231,82,49,2141,5,13,10150,3,76,41
20070609,236,14,18,182,15,9,1006,18,26,10170,7,92,18
20070610,341,10,15,187,41,25,1490,22,141,10162,7,87,27
20070611,323,17,21,200,70,42,1963,0,0,10135,6,87,36
20070612,259,22,23,163,0,0,535,9,4,10107,7,91,9
20070613,238,20,25,173,31,19,1530,0,0,10079,6,86,26
20070614,88,18,24,192,24,14,1398,31,125,10037,7,85,25
20070615,209,25,31,192,34,20,1377,4,6,10022,6,82,25
20070616,210,35,36,164,52,31,1539,8,17,10046,6,85,26
20070617,221,25,34,168,30,18,1290,8,3,10056,8,81,22
20070618,241,9,20,167,29,17,1150,69,67,10091,7,90,20
20070619,121,16,23,199,145,87,2821,0,0,10129,0,67,51
20070620,263,17,28,189,86,51,2116,22,12,10127,4,79,38
20070621,133,11,16,163,16,10,979,40,66,10128,7,85,17
20070622,183,19,24,164,33,20,1651,31,68,10082,7,86,28
20070623,235,32,35,164,55,33,1658,39,141,10081,6,89,28
20070624,198,22,33,159,29,17,1425,43,55,10100,7,86,24
20070625,200,19,28,152,37,22,1339,30,31,10011,7,89,22
20070626,281,42,45,127,22,13,1141,29,24,10008,7,84,18
20070627,243,44,46,139,71,42,2075,24,24,10058,6,73,33
20070628,252,32,38,155,139,83,2635,13,14,10098,4,68,44
20070629,217,47,48,150,9,5,672,41,40,10092,8,88,11
20070630,226,23,29,168,38,23,1282,8,24,10128,7,84,22
20070701,220,19,27,192,65,39,1833,24,78,10064,7,83,33
20070702,211,32,35,171,64,38,1717,33,103,10046,7,87,30
20070703,206,38,39,154,30,18,1182,25,9,10012,7,86,20
20070704,240,26,30,145,23,14,995,73,269,10034,8,92,16
20070705,256,25,34,158,58,35,1680,69,274,10089,7,84,28
20070706,240,57,59,155,8,5,494,24,35,10063,8,82,8
20070707,259,39,40,166,78,47,1871,0,-1,10145,5,75,32
20070708,341,9,19,163,75,45,1904,3,7,10164,5,74,32
20070709,267,11,20,149,80,48,1963,3,2,10126,4,79,32
20070710,239,19,23,140,65,39,1834,0,-1,10116,3,85,30
20070711,251,31,34,151,6,4,978,11,33,10120,8,86,16
20070712,234,35,37,162,14,9,1039,32,6,10139,7,89,18
20070713,214,29,35,203,46,28,1545,0,0,10136,5,83,28
20070714,226,28,35,203,71,43,1772,0,-1,10133,4,77,32
20070715,91,20,23,214,62,38,1436,0,-1,10125,4,83,27
20070716,238,10,23,215,39,24,1653,20,39,10107,6,82,31
20070717,218,37,40,193,101,62,2157,7,4,10156,6,77,39
20070718,231,22,25,180,100,62,1904,0,-1,10185,3,78,33
20070719,43,14,19,190,116,72,2276,0,0,10186,2,72,41
20070720,64,14,32,171,15,9,727,28,67,10140,5,90,13
20070721,219,26,30,182,126,78,2465,0,-1,10147,3,74,43
20070722,223,15,21,157,55,34,1543,21,112,10111,6,88,26
20070723,114,30,35,155,14,9,881,66,96,10014,6,89,15
20070724,287,25,47,160,64,40,1584,16,43,10026,7,83,27
20070725,229,34,36,181,108,68,2206,0,-1,10131,5,78,39
20070726,208,37,39,181,13,8,919,45,105,10082,8,85,16
20070727,239,50,50,180,111,70,2280,0,0,10110,4,72,40
20070728,259,25,30,170,63,40,1713,61,129,10129,7,83,29
20070729,300,21,31,149,54,34,1326,64,177,10118,6,83,22
20070730,289,37,39,142,111,71,2106,7,18,10177,4,72,34
20070731,298,18,22,141,98,63,1918,0,0,10200,3,75,31
20070801,134,15,20,162,131,84,2456,0,0,10153,1,74,42
20070802,315,20,23,165,32,21,1381,0,0,10111,6,81,24
20070803,269,15,19,170,110,71,1935,0,0,10216,3,74,33
20070804,213,22,26,192,140,91,2548,0,0,10221,0,75,46
20070805,138,36,36,227,133,87,2544,0,0,10140,0,63,48
20070806,212,13,30,213,56,37,1749,6,3,10096,4,74,33
20070807,5,15,20,185,10,7,1035,0,-1,10145,7,78,18
20070808,348,27,28,164,30,20,1286,3,3,10165,7,78,22
20070809,351,44,45,161,0,0,309,38,16,10156,8,86,5
20070810,359,35,36,171,44,29,1225,0,0,10160,6,84,21
20070811,355,19,21,159,111,74,2138,0,0,10150,3,77,36
20070812,179,16,18,168,78,52,1762,9,31,10101,4,84,30
20070813,229,30,33,170,84,57,1837,0,0,10105,4,80,32
20070814,177,42,43,187,46,31,1737,22,76,10068,7,74,31
20070815,214,48,50,203,40,27,1393,49,43,9996,7,84,26
20070816,246,37,40,162,73,50,1542,28,92,10076,6,81,26
20070817,223,27,30,145,57,39,1319,31,45,10162,6,84,22
20070818,176,27,30,163,71,49,1721,0,-1,10148,6,77,29
20070819,155,26,27,180,52,36,1613,0,-1,10075,7,75,28
20070820,162,21,23,165,30,21,1123,10,39,10040,6,90,19
20070821,359,25,28,171,26,18,1205,37,40,10077,7,91,21
20070822,47,45,51,180,49,34,1223,0,-1,10072,5,81,21
20070823,77,14,20,172,36,25,978,10,9,10140,5,89,17
20070824,358,13,15,191,81,57,1658,0,0,10228,2,85,30
20070825,261,16,19,183,97,69,1928,0,0,10272,3,85,34
20070826,302,22,26,170,90,64,1716,0,0,10265,2,84,30
20070827,312,18,19,147,72,52,1656,0,0,10236,4,78,27
20070828,26,17,20,138,68,49,1518,0,0,10212,4,74,24
20070829,2,17,19,127,103,74,1713,0,0,10196,2,77,27
20070830,267,26,28,148,28,20,953,2,1,10189,6,85,16
20070831,264,27,28,165,10,7,559,14,24,10177,8,87,10
20070901,267,22,25,163,30,22,1035,0,-1,10186,6,85,18
20070902,246,36,37,177,25,18,1012,26,60,10151,8,82,18
20070903,335,25,29,139,82,61,1520,42,141,10151,5,83,24
20070904,336,27,29,117,91,68,1678,8,20,10247,2,79,26
20070905,202,14,15,117,0,0,455,53,17,10285,7,96,7
20070906,351,28,29,167,49,37,1122,0,-1,10285,7,88,19
20070907,349,28,30,161,79,60,1347,0,-1,10288,4,82,23
20070908,320,20,22,163,2,2,584,7,11,10247,8,88,10
20070909,313,19,23,146,19,14,890,0,-1,10214,7,81,15
20070910,295,33,40,145,28,21,816,33,187,10143,8,87,13
20070911,331,26,28,140,22,17,1040,2,3,10222,6,83,17
20070912,294,9,14,134,32,25,953,0,0,10272,6,89,15
20070913,121,7,11,126,23,18,992,0,0,10254,5,87,16
20070914,251,21,24,129,37,29,963,4,2,10188,4,88,15
20070915,237,5,14,123,97,76,1529,0,0,10240,1,81,24
20070916,214,35,38,156,97,77,1454,0,0,10134,2,81,24
20070917,232,21,25,140,0,0,285,116,103,10084,8,97,5
20070918,315,24,30,108,63,50,1175,29,36,10173,6,82,18
20070919,213,44,44,118,37,30,982,6,3,10205,6,84,15
20070920,214,51,52,149,5,4,438,26,58,10183,8,86,7
20070921,208,36,36,156,30,24,835,0,-1,10187,6,84,14
20070922,197,10,14,141,22,18,696,0,0,10214,6,92,11
20070923,180,21,23,157,88,72,1363,0,0,10197,3,85,23
20070924,199,38,41,139,26,21,549,23,31,10115,4,88,9
20070925,222,31,33,114,47,39,797,66,143,10124,6,93,12
20070926,339,18,22,100,7,6,562,44,21,10143,6,95,8
20070927,25,45,45,123,77,65,1199,0,-1,10138,4,83,19
20070928,36,33,36,140,13,11,691,60,82,10070,7,90,11
20070929,291,23,25,126,0,0,215,77,48,10100,8,96,3
20070930,255,12,21,122,29,25,737,3,2,10219,6,90,11
20071001,52,25,26,108,0,0,320,0,-1,10244,8,91,5
20071002,56,29,29,125,10,9,543,0,0,10217,8,89,8
20071003,65,10,17,136,0,0,177,45,112,10184,8,97,3
20071004,245,18,21,123,21,18,592,0,-1,10208,5,95,9
20071005,34,10,13,114,41,36,742,0,0,10248,5,90,11
20071006,67,23,25,116,103,91,1249,0,0,10243,2,88,19
20071007,56,6,12,101,89,79,1161,0,0,10222,0,90,17
20071008,14,10,12,103,29,26,698,0,0,10245,7,93,10
20071009,133,19,22,122,14,13,672,28,6,10235,8,92,10
20071010,49,20,23,128,48,43,807,0,0,10245,5,88,13
20071011,265,10,16,105,73,66,950,0,0,10267,2,89,14
20071012,316,17,26,143,40,37,653,0,0,10240,7,87,11
20071013,104,13,15,118,78,72,1066,0,0,10269,3,84,16
20071014,146,22,23,107,98,91,1112,0,0,10220,0,84,17
20071015,205,26,30,115,76,71,846,0,0,10155,2,89,13
20071016,204,37,38,136,87,82,941,0,0,10156,4,85,15
20071017,252,18,31,118,14,13,220,39,75,10155,7,91,3
20071018,324,23,24,91,62,59,802,8,5,10292,6,84,11
20071019,356,15,18,85,24,23,517,5,2,10339,7,84,7
20071020,57,3,11,52,87,84,932,0,0,10366,4,81,12
20071021,357,15,23,92,29,28,523,13,3,10297,7,88,7
20071022,112,25,28,48,90,88,968,0,0,10280,1,89,12
20071023,64,31,33,40,90,88,957,0,0,10277,0,83,12
20071024,65,40,42,80,14,14,435,0,0,10266,8,83,6
20071025,71,32,33,84,0,0,189,0,0,10249,8,87,3
20071026,88,19,21,85,0,0,280,0,0,10233,8,82,4
20071027,189,26,28,91,0,0,197,0,0,10267,8,85,3
20071028,187,49,50,102,7,7,391,19,18,10191,8,84,6
20071029,209,18,25,90,0,0,87,83,58,10117,8,99,1
20071030,290,12,15,69,53,54,544,17,40,10190,5,94,7
20071031,218,26,27,94,21,22,431,0,0,10283,7,91,6
20071101,240,25,27,127,3,3,227,0,0,10304,8,91,4
20071102,269,17,18,136,0,0,155,16,2,10315,8,98,2
20071103,293,17,18,120,3,3,199,20,5,10283,7,95,3
20071104,335,11,13,98,3,3,275,0,-1,10287,8,88,4
20071105,232,28,33,99,12,13,241,23,60,10248,7,88,4
20071106,303,28,31,85,46,49,468,13,14,10259,6,82,7
20071107,271,38,40,106,0,0,128,14,8,10197,6,85,2
20071108,249,33,40,95,15,16,273,47,77,10119,7,92,4
20071109,308,41,44,57,38,41,332,73,77,10146,6,81,4
20071110,291,36,41,91,22,24,345,90,115,10130,8,85,5
20071111,308,43,48,83,31,34,354,17,45,10098,6,81,5
20071112,300,26,28,55,48,53,404,8,5,10187,4,81,5
20071113,227,13,32,47,0,0,100,20,8,10092,8,91,1
20071114,359,22,23,32,54,61,489,1,1,10155,5,83,6
20071115,355,6,15,18,63,71,550,0,0,10265,4,81,6
20071116,236,22,23,30,0,0,231,0,0,10280,5,92,3
20071117,202,22,24,28,49,56,442,0,0,10252,2,88,5
20071118,128,41,42,27,73,84,495,0,0,10124,0,85,6
20071119,135,42,43,44,4,5,227,18,10,10080,8,82,3
20071120,120,38,39,76,17,20,299,31,6,10085,8,79,4
20071121,164,33,35,87,0,0,83,17,7,10048,5,86,1
20071122,187,27,30,74,51,60,424,0,0,10053,4,92,6
20071123,329,19,27,49,17,20,229,23,10,10166,5,90,3
20071124,233,34,36,46,16,19,267,12,13,10220,7,85,3
20071125,295,36,38,65,24,29,256,28,23,10178,6,83,3
20071126,311,29,30,50,18,22,293,2,2,10257,7,79,4
20071127,245,16,19,54,12,15,264,0,0,10278,7,86,3
20071128,191,40,40,59,0,0,106,13,2,10186,8,84,1
20071129,221,41,44,63,0,0,55,31,26,10066,6,91,1
20071130,215,47,48,72,0,0,78,65,67,10060,7,94,1
20071201,223,69,71,90,48,59,378,37,26,10010,6,80,5
20071202,227,68,72,90,0,0,55,56,130,9913,7,84,1
20071203,275,42,43,68,32,40,287,47,56,9953,7,82,4
20071204,229,34,38,76,0,0,139,18,6,10132,8,90,2
20071205,215,66,69,115,0,0,95,22,24,10100,8,86,1
20071206,224,61,62,104,4,5,47,109,239,10062,7,92,1
20071207,260,74,78,101,13,16,193,43,71,9952,7,78,3
20071208,205,47,58,65,17,22,218,88,108,9995,7,86,3
20071209,194,40,50,77,49,62,333,59,51,9857,6,87,5
20071210,354,30,34,69,24,31,214,7,1,10016,7,92,3
20071211,338,33,34,47,43,55,283,0,-1,10260,4,83,4
20071212,10,10,11,30,0,0,108,0,0,10378,7,97,1
20071213,65,16,18,16,12,15,136,0,0,10424,6,95,2
20071214,53,17,19,5,40,51,259,0,0,10404,4,92,3
20071215,72,32,33,15,27,35,212,0,0,10382,5,80,2
20071216,71,33,34,-12,64,83,367,0,0,10394,1,80,4
20071217,75,47,47,-7,7,9,110,0,0,10379,2,82,1
20071218,58,30,30,-18,44,57,285,0,0,10384,2,89,3
20071219,55,23,24,-30,53,69,430,0,0,10404,4,94,4
20071220,75,20,20,-40,0,0,66,0,-1,10367,8,97,1
20071221,128,10,12,-45,0,0,93,0,-1,10295,8,99,1
20071222,167,16,17,-33,66,85,395,0,-1,10259,3,98,4
20071223,206,12,15,15,56,73,295,0,-1,10280,6,99,3
20071224,171,32,33,19,0,0,119,0,0,10260,7,95,1
20071225,180,46,48,33,13,17,186,18,7,10178,5,79,2
20071226,204,35,35,39,21,27,155,0,-1,10247,7,97,2
20071227,196,54,55,51,0,0,77,0,0,10286,8,95,1
20071228,205,60,60,69,15,19,181,0,0,10228,7,87,2
20071229,212,64,67,64,53,68,331,42,28,10119,4,85,4
20071230,291,31,35,60,14,18,213,12,3,10221,6,83,3
20071231,195,7,15,38,0,0,145,37,15,10286,8,96,2
20080101,104,31,32,19,12,15,192,0,0,10260,8,96,2
20080102,80,48,48,-6,65,83,385,0,0,10204,4,85,4
20080103,96,60,60,6,29,37,221,3,1,10079,8,73,2
20080104,137,54,55,33,0,0,106,10,4,10070,8,76,1
20080105,197,50,55,67,13,16,163,71,87,10004,7,89,2
20080106,214,28,33,37,63,79,385,10,14,10094,3,93,5
20080107,236,59,68,71,25,31,193,45,54,10079,7,81,3
20080108,200,49,52,60,2,3,128,0,0,10159,6,87,2
20080109,213,56,59,65,22,27,243,17,12,10105,6,84,3
20080110,195,64,65,76,17,21,235,40,28,10077,6,83,3
20080111,181,52,54,97,2,2,113,118,126,9982,8,88,2
20080112,224,40,49,58,29,36,250,10,5,10046,5,85,3
20080113,164,47,50,56,5,6,197,11,3,10114,6,84,3
20080114,180,60,63,66,15,18,249,3,1,10027,7,81,3
20080115,188,84,85,85,0,0,59,87,82,9923,8,85,1
20080116,213,55,56,72,30,36,291,0,-1,9946,5,83,4
20080117,199,47,52,61,0,0,105,24,39,10033,7,92,1
20080118,235,66,69,97,0,0,103,81,100,10095,8,88,1
20080119,249,51,53,109,0,0,43,157,147,10170,8,96,1
20080120,242,74,74,116,0,0,53,58,17,10180,8,91,1
20080121,240,76,78,101,0,0,94,116,113,10092,8,90,1
20080122,316,22,34,44,63,74,471,17,9,10215,3,83,6
20080123,210,50,52,69,0,0,74,24,9,10261,8,89,1
20080124,247,45,50,85,0,0,72,35,20,10265,6,83,1
20080125,234,58,59,66,20,23,283,0,0,10341,4,82,4
20080126,244,58,60,82,42,48,461,0,0,10309,5,83,6
20080127,267,44,45,86,23,26,311,2,1,10301,8,84,4
20080128,234,23,24,83,0,0,197,0,0,10328,8,84,3
20080129,208,37,38,64,0,0,125,0,0,10274,8,83,2
20080130,253,24,32,46,22,25,246,60,36,10233,5,88,3
20080131,208,77,79,45,2,2,175,33,55,10076,7,84,2
20080201,242,72,73,59,25,28,348,15,9,9947,6,71,5
20080202,245,36,46,31,60,66,556,37,78,10119,5,79,7
20080203,161,53,56,31,70,76,530,0,-1,10098,3,71,6
20080204,190,42,50,59,16,17,225,10,2,10023,5,79,3
20080205,195,66,70,78,2,2,103,71,54,10054,7,89,1
20080206,269,45,50,73,8,9,181,15,13,10189,5,86,2
20080207,205,30,31,49,31,33,392,0,-1,10357,6,86,5
20080208,163,30,32,68,81,85,752,0,0,10353,2,68,10
20080209,146,24,25,56,85,89,787,0,0,10345,0,66,10
20080210,129,23,25,55,75,78,777,0,0,10357,0,66,10
20080211,113,23,25,54,83,86,782,0,0,10358,0,79,10
20080212,54,16,17,50,89,91,806,0,0,10359,0,81,10
20080213,60,22,23,17,0,0,162,0,0,10374,8,98,2
20080214,60,24,25,32,0,0,147,0,0,10379,8,92,2
20080215,73,43,44,20,85,86,954,0,0,10406,1,65,11
20080216,93,36,38,-5,90,90,983,0,0,10449,0,60,10
20080217,184,8,16,-7,86,86,986,0,0,10401,0,70,10
20080218,304,3,10,4,75,74,837,0,0,10341,3,89,9
20080219,81,19,20,17,11,11,298,0,0,10265,6,96,3
20080220,332,3,15,11,21,20,497,0,0,10193,8,96,5
20080221,233,55,56,71,0,0,213,8,9,10202,8,92,3
20080222,240,71,73,98,0,0,175,9,3,10206,8,87,3
20080223,234,42,44,84,3,3,335,0,0,10255,6,86,5
20080224,221,40,41,95,27,26,481,26,49,10186,8,77,7
20080225,211,24,35,79,87,82,898,15,18,10190,4,81,12
20080226,230,60,64,99,16,15,269,59,61,10062,5,83,4
20080227,264,43,46,71,88,82,891,0,0,10158,1,77,12
20080228,211,15,20,69,26,24,674,0,0,10199,7,82,9
20080229,230,49,52,72,38,35,563,76,96,10100,7,88,8
20080301,276,77,82,94,49,45,681,12,19,10005,7,70,10
20080302,267,63,66,99,52,48,912,5,2,10061,6,71,13
20080303,264,47,49,61,79,72,927,0,-1,10087,5,67,12
20080304,339,36,40,28,71,64,983,18,35,10195,5,83,12
20080305,277,23,33,34,88,79,1116,2,1,10297,5,75,13
20080306,236,43,43,74,0,0,181,33,10,10209,8,89,2
20080307,220,41,42,69,10,9,381,16,6,10132,7,87,5
20080308,202,51,52,67,39,34,782,0,-1,10078,6,81,10
20080309,194,54,55,77,0,0,288,129,57,9985,8,90,4
20080310,173,77,79,63,22,19,328,35,26,9838,7,81,4
20080311,230,72,76,83,15,13,564,78,68,9852,7,82,8
20080312,258,84,85,80,10,9,265,23,19,9952,7,68,4
20080313,258,51,55,80,32,27,852,0,-1,10103,6,73,12
20080314,271,26,33,74,82,70,1259,0,-1,10108,6,79,17
20080315,117,25,30,80,29,25,806,0,0,10077,6,86,11
20080316,38,16,40,80,0,0,243,143,141,10007,8,92,3
20080317,337,35,36,48,20,17,692,3,2,10136,7,76,9
20080318,309,31,33,39,76,63,1122,6,5,10152,6,81,14
20080319,337,36,40,40,86,71,1233,8,10,10167,4,81,15
20080320,255,46,52,53,7,6,624,111,214,10068,8,87,8
20080321,288,34,40,35,32,26,617,78,88,9806,7,90,7
20080322,25,36,38,18,13,11,519,9,2,9924,7,86,6
20080323,219,20,25,7,66,54,1122,48,32,9991,5,84,12
20080324,276,26,32,14,68,55,1201,52,70,9949,6,89,13
20080325,287,36,39,13,62,50,1090,46,39,10016,6,87,12
20080326,229,10,19,29,5,4,486,31,10,10008,8,89,6
20080327,85,23,25,45,7,6,723,0,-1,10008,7,85,9
20080328,193,51,55,67,14,11,859,52,36,10034,7,86,11
20080329,225,54,64,94,85,67,1303,6,5,10108,6,68,19
20080330,169,44,46,93,10,8,414,42,18,10047,8,78,6
20080331,217,12,25,91,37,29,898,12,4,10160,5,84,13
20080401,218,39,46,85,16,12,647,27,34,10188,6,85,9
20080402,296,42,43,85,23,18,803,9,3,10211,6,78,11
20080403,339,36,38,78,16,12,768,13,2,10272,8,82,11
20080404,241,23,25,88,2,2,629,0,-1,10252,8,87,9
20080405,323,17,24,70,25,19,557,71,140,10096,7,90,7
20080406,335,25,28,41,92,69,1548,2,1,10028,4,71,19
20080407,185,15,23,31,69,52,1555,0,-1,10030,4,80,18
20080408,160,7,23,37,83,62,1352,0,-1,10049,3,78,16
20080409,13,10,18,58,118,88,2038,0,0,10000,2,69,26
20080410,66,7,16,64,61,45,1461,0,0,9996,4,70,19
20080411,236,12,28,78,70,51,1651,0,0,10001,4,72,23
20080412,211,48,49,79,68,50,1254,3,4,10065,3,77,17
20080413,220,20,30,78,56,41,1432,0,-1,10104,6,80,20
20080414,356,27,28,64,44,32,1214,0,0,10143,6,84,16
20080415,338,24,27,56,66,48,1516,14,7,10217,5,79,20
20080416,24,21,23,46,64,46,1239,0,0,10211,3,70,15
20080417,64,37,39,62,102,73,1762,0,0,10102,2,69,23
20080418,76,66,67,81,78,55,1794,0,0,10017,4,73,25
20080419,80,58,59,89,40,28,1457,8,2,10010,7,74,21
20080420,88,47,49,118,100,70,2070,0,0,10055,4,70,32
20080421,79,58,59,128,127,89,2211,0,0,10047,2,62,35
20080422,70,43,46,132,109,76,2098,0,0,10103,4,59,33
20080423,147,16,33,132,63,44,1592,65,68,10173,6,73,25
20080424,220,33,35,116,26,18,1257,19,14,10215,6,84,19
20080425,260,25,29,107,82,57,1668,0,0,10271,5,82,25
20080426,188,24,29,146,84,58,1978,0,-1,10262,6,68,32
20080427,149,38,38,169,73,50,1736,0,0,10163,7,56,30
20080428,210,21,26,124,5,3,646,21,19,10061,8,81,10
20080429,170,34,39,111,50,34,1430,51,45,10014,7,82,22
20080430,168,52,58,125,35,24,1206,0,-1,9981,6,70,19
20080501,194,39,41,99,81,54,1617,2,2,10105,4,79,24
20080502,231,10,25,104,89,60,1859,0,-1,10220,4,77,28
20080503,111,21,25,131,123,82,2242,0,0,10263,2,65,35
20080504,103,33,37,156,137,91,2484,0,0,10247,0,51,42
20080505,84,38,40,163,140,93,2607,0,0,10267,0,50,44
20080506,82,33,35,175,118,78,2146,0,0,10254,1,60,37
20080507,82,27,29,183,139,91,2470,0,0,10214,1,56,44
20080508,106,30,34,188,140,92,2592,0,0,10177,0,51,46
20080509,120,34,36,196,140,91,2625,0,0,10157,0,50,47
20080510,102,29,32,205,139,90,2564,0,0,10179,0,46,47
20080511,89,33,35,197,142,92,2645,0,0,10193,0,44,48
20080512,73,30,33,198,126,81,2395,0,0,10181,2,46,43
20080513,38,37,38,192,104,67,2043,0,0,10166,3,58,37
20080514,69,16,25,190,117,75,2433,0,0,10131,3,63,44
20080515,25,21,23,168,34,22,1483,12,28,10087,7,77,25
20080516,38,18,18,130,5,3,472,79,71,10072,8,93,7
20080517,35,30,31,109,3,2,443,69,53,10078,8,91,7
20080518,11,31,33,104,75,47,1984,0,0,10129,4,69,29
20080519,15,27,29,92,44,28,1490,13,5,10167,5,72,21
20080520,46,35,36,109,142,89,2677,0,0,10189,1,63,40
20080521,68,31,33,132,112,70,2324,0,0,10178,2,60,37
20080522,98,16,21,150,61,38,2128,0,0,10162,5,62,35
20080523,78,30,32,171,90,56,2137,0,0,10143,5,51,37
20080524,74,51,51,184,101,63,2405,0,0,10117,5,52,43
20080525,68,46,48,149,7,4,845,26,14,10130,7,78,14
20080526,56,58,59,139,3,2,795,29,14,10123,8,86,13
20080527,89,43,45,173,28,17,1493,5,1,10112,6,79,26
20080528,152,30,43,194,57,35,1663,4,3,10100,5,72,30
20080529,13,18,22,167,21,13,928,41,53,10116,6,89,16
20080530,277,16,23,161,25,15,970,15,6,10114,7,89,16
20080531,321,22,26,150,52,32,1860,24,77,10153,7,85,31
20080601,93,2,16,167,35,21,1150,7,1,10147,6,90,20
20080602,34,16,27,220,79,48,2203,25,196,10113,6,75,41
20080603,240,21,28,187,52,32,1551,29,25,10114,7,88,28
20080604,314,20,21,165,21,13,1318,0,0,10161,6,88,22
20080605,334,25,25,157,0,0,544,0,-1,10156,8,92,9
20080606,73,14,23,197,98,59,2416,0,0,10130,5,68,44
20080607,200,18,23,174,73,44,1902,0,0,10158,5,85,33
20080608,318,22,24,196,105,63,2542,0,0,10209,4,79,46
20080609,15,21,23,201,138,83,2848,0,0,10230,3,63,52
20080610,310,28,30,169,136,82,2691,0,0,10213,1,74,46
20080611,298,34,35,147,99,59,2216,0,0,10196,4,71,36
20080612,308,8,18,118,17,10,772,18,66,10141,7,85,12
20080613,298,31,32,127,56,34,1805,0,-1,10152,7,75,28
20080614,250,11,17,123,31,19,1139,8,24,10138,6,82,18
20080615,267,12,24,120,79,47,1953,12,7,10099,5,78,30
20080616,315,19,24,118,114,68,2399,0,0,10114,2,73,37
20080617,186,5,13,138,146,87,2940,0,0,10136,1,67,47
20080618,232,34,36,160,82,49,2205,0,0,10139,6,72,37
20080619,224,40,47,159,65,39,1489,21,14,10109,5,76,25
20080620,239,39,41,160,61,36,1866,0,0,10177,6,69,31
20080621,182,24,27,186,41,24,1948,0,0,10187,8,69,35
20080622,229,47,52,202,63,38,1875,0,0,10118,6,68,34
20080623,278,30,38,143,68,41,1950,0,0,10189,5,73,32
20080624,85,26,27,161,136,81,2797,0,0,10188,3,60,47
20080625,234,30,42,182,81,48,2141,0,0,10149,5,61,38
20080626,240,38,39,174,130,78,2621,0,0,10187,4,66,45
20080627,250,51,55,170,100,60,2377,32,32,10163,7,70,41
20080628,248,44,45,181,62,37,1479,36,32,10168,6,79,26
20080629,237,39,40,173,60,36,1789,0,0,10171,6,73,31
20080630,278,16,21,171,97,58,2142,0,0,10203,4,71,37
20080701,124,20,23,200,145,87,2913,0,0,10158,0,58,53
20080702,172,17,26,218,70,42,1783,25,33,10090,4,75,33
20080703,230,17,24,181,1,1,764,30,8,10106,8,87,13
20080704,286,21,32,170,130,78,2646,0,0,10158,2,71,46
20080705,165,24,30,175,80,48,1885,10,4,10137,4,76,33
20080706,205,34,36,179,60,36,1794,11,32,10065,7,75,31
20080707,207,55,56,158,36,22,1369,35,96,10017,7,81,23
20080708,236,49,51,147,29,18,1208,64,183,10077,8,86,20
20080709,224,33,38,156,35,21,1459,89,117,10130,7,85,24
20080710,209,34,35,169,5,3,565,81,67,10090,8,95,10
20080711,211,35,36,166,46,28,1465,11,37,10065,6,85,25
20080712,235,38,42,150,59,36,1834,24,42,10078,7,76,30
20080713,279,22,28,151,75,46,1986,3,2,10145,5,75,33
20080714,244,27,30,172,115,70,2320,0,0,10224,4,70,40
20080715,220,41,42,177,3,2,682,5,1,10241,7,85,12
20080716,276,32,33,169,69,42,2021,8,4,10192,7,72,35
20080717,224,25,26,150,1,1,669,68,70,10134,8,87,11
20080718,226,35,36,163,12,7,986,26,8,10102,8,86,17
20080719,234,42,45,160,35,22,1053,54,131,10070,7,89,18
20080720,276,26,28,139,53,33,1487,26,43,10138,7,79,24
20080721,287,42,44,135,17,11,717,100,89,10172,8,88,11
20080722,300,27,28,162,69,43,2015,7,1,10239,7,79,34
20080723,140,10,14,183,51,32,1669,0,0,10250,5,81,29
20080724,84,37,38,205,144,90,2710,0,0,10197,0,65,50
20080725,108,29,33,221,103,65,2203,0,0,10134,2,67,42
20080726,44,3,18,214,35,22,1499,35,274,10144,,85,28
20080727,42,12,17,227,102,65,2352,0,0,10173,,81,45
