YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20200609,19,25,26,133,25,15,1454,0,0,10192,7,67,23
20200610,53,19,21,139,27,16,1464,6,4,10160,7,76,24
20200611,54,26,28,157,37,22,1189,27,28,10114,6,81,20
20200612,106,17,37,195,106,64,2456,24,67,10076,6,74,44
20200613,112,13,25,202,124,74,2772,24,42,10109,5,76,51
20200614,285,18,21,183,10,6,1187,5,2,10143,8,83,21
20200615,303,12,18,191,41,25,1793,0,0,10164,8,69,32
20200616,72,6,13,179,0,0,1014,41,12,10151,8,87,18
20200617,49,24,28,190,78,47,2292,26,64,10117,6,77,41
20200618,193,14,25,176,25,15,1570,48,100,10111,8,81,27
20200619,239,20,25,172,95,57,2263,0,0,10160,4,76,39
20200620,267,12,19,167,89,53,1807,0,-1,10209,3,73,31
20200621,208,25,35,186,89,53,2030,0,0,10191,5,69,36
20200622,285,17,23,178,135,81,2565,0,0,10248,2,67,45
20200623,29,7,19,197,153,91,2914,0,0,10251,1,64,53
20200624,86,33,34,233,148,88,2900,0,0,10223,4,52,56
20200625,108,39,40,240,151,90,2873,0,0,10177,1,55,56
20200626,146,24,31,242,128,76,2817,36,34,10110,3,61,55
20200627,214,35,36,206,58,35,1663,12,21,10086,7,79,31
20200628,227,51,52,179,94,56,2132,3,1,10114,5,60,37
20200629,225,56,58,160,44,26,1408,0,-1,10103,7,62,24
20200630,224,49,51,160,12,7,943,82,126,10076,8,82,16
20200701,237,38,39,179,58,35,1692,19,13,10061,7,78,30
20200702,237,35,38,171,57,34,1809,7,40,10108,7,75,31
20200703,234,48,49,177,74,44,2024,0,-1,10156,7,71,35
20200704,218,59,60,165,1,1,503,133,100,10123,8,90,9
20200705,232,68,68,179,40,24,1224,10,4,10098,7,77,21
20200706,271,44,45,149,69,42,1898,11,63,10164,5,71,31
20200707,271,19,25,146,48,29,1897,12,3,10191,7,77,31
20200708,187,6,18,146,0,0,557,83,50,10151,8,94,9
20200709,230,36,38,167,1,1,441,79,71,10115,8,93,8
20200710,318,23,31,146,55,33,1469,22,24,10144,6,81,24
20200711,304,16,20,141,126,77,2193,0,-1,10247,2,76,35
20200712,8,16,18,149,107,65,2223,0,0,10281,5,70,37
20200713,246,6,16,172,144,88,2871,0,0,10225,5,65,50
20200714,241,9,18,157,5,3,567,47,52,10149,8,84,10
20200715,303,18,20,159,73,45,1831,0,-1,10149,5,72,31
20200716,293,14,20,163,9,6,810,26,19,10174,8,86,14
20200717,257,7,11,183,28,17,1419,0,0,10206,7,81,25
20200718,218,8,21,194,93,57,2182,0,0,10183,5,78,39
20200719,283,14,22,179,53,33,1969,14,6,10164,7,80,35
20200720,330,27,28,161,133,83,2626,0,-1,10212,3,69,44
20200721,313,22,23,145,127,79,2289,0,0,10246,2,70,37
20200722,337,15,20,145,109,68,2406,0,0,10234,5,71,39
20200723,224,21,27,184,54,34,2024,0,0,10160,7,63,36
20200724,261,23,28,185,41,26,1504,3,6,10119,7,75,27
20200725,205,33,35,184,10,6,916,62,42,10095,8,85,16
20200726,243,34,37,187,115,73,2278,15,18,10109,6,72,41
20200727,179,25,34,184,16,10,1078,0,-1,10105,8,74,19
20200728,256,39,40,179,73,46,1867,2,1,10123,7,66,33
20200729,272,26,29,162,92,59,1811,0,0,10197,6,66,31
20200730,140,15,20,183,132,84,2584,0,0,10201,3,66,46
20200731,125,31,33,245,143,92,2676,0,0,10152,1,53,52
20200801,255,19,25,206,57,37,1479,5,4,10142,6,78,27
20200802,290,21,25,168,79,51,1902,0,0,10152,5,75,33
20200803,292,5,21,154,22,14,1211,10,3,10145,7,78,20
20200804,275,12,23,164,122,79,2306,0,0,10166,3,64,39
20200805,207,28,32,206,130,85,2551,0,0,10152,2,58,47
20200806,136,6,17,223,135,88,2466,0,0,10186,4,62,47
20200807,122,7,18,247,139,91,2501,0,0,10193,0,59,49
20200808,35,17,21,264,97,64,2172,0,0,10191,4,55,44
20200809,35,32,34,267,98,65,2148,0,-1,10170,4,57,43
20200810,78,29,31,261,90,60,1979,0,0,10149,6,57,40
20200811,96,24,32,270,118,79,2252,0,0,10146,7,57,46
20200812,101,18,24,263,79,53,1907,6,3,10135,5,64,38
20200813,147,11,19,251,58,39,1634,8,2,10113,7,71,32
20200814,215,13,22,233,81,55,1959,2,1,10125,6,78,38
20200815,298,5,17,225,72,49,1864,8,4,10142,6,79,35
20200816,108,12,22,225,57,39,1802,16,297,10105,7,79,34
20200817,149,6,17,189,36,25,1341,5,11,10093,6,88,24
20200818,241,18,25,183,105,72,1852,1,1,10104,3,80,33
20200819,169,30,32,213,89,61,1900,0,-1,10076,6,71,35
20200820,153,27,32,232,46,32,1202,14,35,10059,8,78,23
20200821,212,34,41,239,99,69,2011,0,-1,10076,4,60,39
20200822,223,54,55,192,73,51,1390,5,27,10133,6,72,25
20200823,239,37,41,176,70,49,1373,19,81,10147,6,78,24
20200824,246,28,33,165,59,42,1234,25,73,10145,5,79,21
20200825,195,43,49,170,12,9,655,22,21,10061,7,81,11
20200826,257,62,65,161,8,6,494,74,95,10083,7,84,8
20200827,141,21,24,160,13,9,958,14,14,10126,8,85,16
20200828,201,36,41,161,62,45,1236,25,145,10001,6,82,21
20200829,218,32,34,149,65,47,1290,6,14,10034,5,86,21
20200830,340,30,38,153,26,19,811,27,57,10113,7,88,13
20200831,351,21,22,145,46,34,1439,0,0,10197,6,76,24
20200901,335,14,16,135,50,37,1110,0,0,10200,6,80,18
20200902,321,10,13,148,102,75,1722,0,0,10191,4,78,28
20200903,210,35,38,163,0,0,430,110,122,10169,8,89,7
20200904,236,32,33,173,44,33,1260,20,21,10195,8,79,22
20200905,266,26,29,148,68,51,1452,24,86,10185,6,78,24
20200906,268,17,22,142,88,66,1555,9,12,10200,5,79,25
20200907,223,27,28,155,98,74,1613,0,0,10230,6,77,27
20200908,215,30,32,173,0,0,413,0,-1,10241,8,88,7
20200909,252,23,30,168,0,0,430,7,5,10215,6,90,7
20200910,219,2,10,132,72,55,1353,0,0,10220,5,79,21
20200911,215,9,15,137,99,76,1528,0,0,10170,5,81,25
20200912,230,25,26,142,33,26,798,0,0,10195,6,85,13
20200913,214,23,25,164,100,78,1688,0,0,10246,4,84,29
20200914,106,11,14,186,115,90,1658,0,0,10230,3,77,29
20200915,138,13,14,212,113,89,1627,0,0,10185,7,77,30
20200916,2,36,40,184,75,59,1308,0,0,10222,5,81,23
20200917,51,35,37,135,112,89,1629,0,0,10285,3,67,26
20200918,67,43,44,145,114,91,1708,0,0,10242,0,60,28
20200919,60,28,28,154,114,91,1603,0,0,10184,0,60,27
20200920,35,28,29,149,114,92,1642,0,0,10180,0,63,27
20200921,7,12,15,149,114,92,1558,0,0,10159,0,76,26
20200922,227,6,11,141,112,91,1478,0,0,10096,1,76,24
20200923,194,32,34,162,29,24,819,37,80,10022,7,84,14
20200924,195,41,45,137,62,51,950,40,67,9991,5,79,15
20200925,187,38,52,109,47,39,809,18,44,9930,6,86,12
20200926,341,32,34,128,72,60,1125,64,110,9987,7,82,18
20200927,33,26,36,142,13,11,675,26,34,10031,8,85,11
20200928,174,21,22,128,0,0,172,36,28,10090,8,96,3
20200929,235,10,17,151,35,30,839,60,28,10149,8,86,14
20200930,160,22,23,153,22,19,509,12,17,10117,7,92,8
20201001,156,31,35,131,5,4,243,60,76,10000,7,93,4
20201002,74,40,42,129,5,4,580,4,1,9937,8,84,9
20201003,127,22,33,126,2,2,161,42,66,9888,8,91,3
20201004,167,50,53,119,36,31,700,26,17,9899,7,80,11
20201005,177,49,51,122,6,5,363,43,58,9965,8,85,6
20201006,215,44,47,128,19,17,422,47,87,9975,7,89,7
20201007,240,31,33,124,17,15,527,29,41,10101,8,86,8
20201008,218,37,45,131,0,0,159,94,134,10119,8,91,3
20201009,232,23,25,118,34,31,637,20,52,10169,8,84,10
20201010,242,29,29,87,46,42,657,47,99,10181,5,86,9
20201011,267,22,25,94,62,56,806,9,44,10197,5,87,12
20201012,241,13,19,94,44,40,727,0,-1,10185,7,87,10
20201013,109,27,33,96,74,68,823,0,0,10133,7,84,12
20201014,27,37,37,92,21,19,606,0,0,10193,8,80,9
20201015,27,31,32,94,11,10,525,0,0,10218,7,74,8
20201016,28,19,20,83,58,54,743,0,0,10233,7,81,10
20201017,145,6,9,71,28,26,535,0,-1,10211,5,89,7
20201018,263,9,15,88,27,26,511,0,0,10216,7,90,7
20201019,157,17,20,94,8,8,390,4,2,10189,8,85,6
20201020,165,38,40,117,0,0,181,12,3,10073,8,83,3
20201021,196,48,58,154,11,11,300,95,86,10015,7,82,5
20201022,212,39,39,139,48,47,550,5,5,10099,4,82,9
20201023,198,26,29,120,28,27,490,0,-1,10100,6,90,8
20201024,191,53,54,139,6,6,352,6,2,10076,8,83,6
20201025,189,44,46,121,3,3,191,14,41,10003,8,85,3
20201026,199,45,46,104,45,45,523,3,1,9997,6,80,8
20201027,192,52,54,101,9,9,286,24,18,10015,7,86,4
20201028,211,43,45,100,15,15,353,77,116,10046,7,88,5
20201029,218,41,43,107,24,24,351,77,76,10127,6,87,5
20201030,228,55,55,143,2,2,217,50,26,10176,8,91,4
20201031,192,41,45,135,17,18,369,22,27,10161,8,85,6
20201101,196,50,52,143,9,9,260,30,38,10080,8,86,4
20201102,217,65,67,158,8,8,203,20,20,10074,6,81,3
20201103,209,43,47,92,52,55,582,6,6,10201,3,79,8
20201104,236,17,20,67,80,84,681,0,0,10321,1,85,9
20201105,206,8,13,64,46,49,514,0,0,10380,7,89,7
20201106,101,23,25,84,65,70,597,0,0,10318,5,84,8
20201107,126,16,20,68,75,81,553,0,0,10232,1,85,7
20201108,131,16,17,84,15,16,332,0,-1,10217,7,90,5
20201109,135,16,18,121,49,53,504,0,0,10227,7,90,8
20201110,171,9,14,124,43,47,457,0,-1,10248,8,93,7
20201111,160,26,27,114,2,2,220,0,0,10223,8,93,3
20201112,199,34,40,102,25,28,314,21,124,10157,5,86,5
20201113,185,30,34,95,14,16,212,3,2,10151,7,92,3
20201114,178,37,38,124,14,16,230,19,15,10128,8,86,4
20201115,189,57,61,127,15,17,199,49,77,10023,6,78,3
20201116,222,46,48,102,13,15,205,27,23,10122,8,85,3
20201117,219,56,56,120,3,3,143,7,1,10218,8,87,2
20201118,194,49,52,128,70,81,519,7,3,10187,5,75,8
20201119,270,29,37,82,23,27,282,23,70,10224,6,81,4
20201120,213,23,26,60,10,12,217,1,1,10331,6,75,3
20201121,208,52,53,87,0,0,75,12,3,10267,8,87,1
20201122,242,29,31,89,24,28,266,41,32,10247,6,86,4
20201123,213,22,24,61,67,79,470,0,0,10271,4,81,6
20201124,176,32,34,79,20,24,225,0,0,10208,8,89,3
20201125,174,33,35,67,46,55,380,0,0,10161,8,86,5
20201126,75,3,14,88,0,0,70,86,53,10202,8,96,1
20201127,75,20,22,63,0,0,60,32,27,10197,7,96,1
20201128,82,32,33,42,0,0,230,0,0,10215,8,95,3
20201129,83,21,23,9,28,34,274,0,0,10268,4,92,3
20201130,204,31,34,24,0,0,51,82,89,10205,7,96,1
20201201,349,37,41,81,3,4,176,43,72,10168,8,87,2
20201202,146,8,19,58,0,0,55,0,-1,10157,8,92,1
20201203,163,44,48,55,0,0,53,106,37,9948,8,91,1
20201204,154,53,57,50,10,12,171,24,12,9838,5,78,2
20201205,145,18,22,13,56,70,354,0,0,9972,5,88,4
20201206,2,10,17,18,0,0,140,0,-1,10009,8,93,2
20201207,205,28,33,42,2,3,105,115,83,9979,8,94,1
20201208,86,8,11,18,3,4,159,0,0,10045,7,95,2
20201209,157,30,30,8,0,0,95,0,-1,10088,8,98,1
20201210,131,29,30,6,31,39,249,0,0,10056,7,92,3
20201211,132,46,46,26,0,0,94,54,13,9928,8,91,1
20201212,170,10,20,65,0,0,79,31,12,9971,8,98,1
20201213,174,30,34,69,2,3,193,23,13,10074,8,90,3
20201214,174,44,45,96,8,10,151,37,32,10051,8,89,2
20201215,186,29,30,87,4,5,78,14,6,10094,7,94,1
20201216,150,36,37,72,61,79,318,9,1,10140,8,93,4
20201217,205,41,43,89,8,10,155,59,42,10167,7,89,2
20201218,168,46,47,79,53,68,305,0,0,10176,8,86,4
20201219,169,46,48,83,23,30,170,7,3,10120,6,88,2
20201220,196,43,43,86,18,23,179,0,0,10160,7,87,3
20201221,176,42,46,79,0,0,50,131,212,10119,8,94,1
20201222,238,34,39,106,0,0,103,58,56,10110,8,92,2
20201223,200,28,33,109,3,4,56,105,167,10075,8,95,1
20201224,331,27,37,54,7,9,152,46,36,10127,7,85,2
20201225,306,19,23,32,60,78,339,0,-1,10244,4,86,4
20201226,203,56,56,45,3,4,120,29,12,10160,8,89,1
20201227,184,81,81,50,0,0,46,151,130,9811,8,90,1
20201228,137,19,26,36,27,35,249,49,50,9773,8,91,3
20201229,234,22,26,37,7,9,160,63,42,9877,7,93,2
20201230,222,29,31,42,32,41,223,20,9,9998,8,89,3
20201231,190,8,12,21,3,4,95,18,29,10030,7,95,1
20210101,225,21,21,30,9,12,194,0,0,10084,7,92,2
20210102,196,12,18,36,0,0,107,9,3,10134,8,96,1
20210103,40,35,35,33,0,0,84,6,1,10167,8,86,1
20210104,41,53,53,28,0,0,55,35,11,10178,8,87,1
20210105,45,40,41,29,0,0,50,5,1,10180,8,89,1
20210106,12,20,26,24,0,0,111,6,1,10167,8,86,1
20210107,292,21,23,26,0,0,123,152,79,10124,8,94,1
20210108,341,8,13,11,27,34,270,26,4,10164,6,95,3
20210109,290,11,12,-6,54,67,382,7,5,10239,2,93,4
20210110,222,24,24,16,24,30,304,0,-1,10235,7,89,3
20210111,219,53,54,50,0,0,62,29,12,10151,8,89,1
20210112,282,31,37,52,41,50,358,73,159,10095,5,85,5
20210113,277,30,33,43,42,51,332,11,8,10155,7,79,4
20210114,69,28,33,12,15,18,254,0,0,10202,8,82,3
20210115,351,7,16,12,0,0,82,0,0,10286,8,78,1
20210116,185,33,35,8,0,0,123,46,29,10223,8,83,1
20210117,254,13,22,34,21,25,316,28,22,10187,7,93,4
20210118,225,40,41,48,2,2,157,2,2,10197,8,90,2
20210119,217,70,73,77,2,2,69,103,156,10050,8,88,1
20210120,185,63,64,90,4,5,162,0,-1,9946,8,71,2
20210121,209,62,70,70,38,45,342,74,118,9867,7,78,5
20210122,221,38,39,40,33,39,348,16,9,9919,6,88,4
20210123,203,19,28,32,9,10,222,21,4,9941,8,88,3
20210124,225,10,23,24,32,37,375,2,1,9979,7,84,4
20210125,262,19,28,23,57,66,507,24,29,10049,6,83,6
20210126,254,31,38,45,35,40,379,9,9,10152,7,81,5
20210127,218,33,37,47,0,0,103,36,13,10106,8,93,1
20210128,100,25,28,51,0,0,69,72,102,10023,8,97,1
20210129,267,36,51,74,3,3,208,76,100,9952,8,87,3
20210130,65,51,53,4,3,3,271,0,0,10028,8,79,3
20210131,76,32,34,-15,71,79,649,0,-1,10010,6,82,6
20210201,41,13,22,10,0,0,181,17,2,9959,8,93,2
20210202,166,18,31,50,0,0,147,77,50,9986,8,95,2
20210203,227,28,33,86,0,0,72,94,150,9967,8,93,1
20210204,190,15,30,66,20,22,323,10,4,10116,7,90,4
20210205,114,17,20,68,11,12,275,16,19,10111,8,93,4
20210206,67,58,59,26,0,0,122,46,36,10089,8,92,1
20210207,61,80,80,-41,0,0,137,145,43,10014,8,83,1
20210208,61,49,49,-56,0,0,323,38,10,10033,8,80,3
20210209,42,26,27,-44,51,53,658,0,-1,10086,6,79,6
20210210,33,27,28,-37,71,74,731,0,-1,10162,6,79,7
20210211,78,15,18,-48,89,92,891,0,0,10302,2,78,8
20210212,73,46,47,-58,89,91,876,0,-1,10354,1,75,7
20210213,103,36,38,-52,89,91,966,0,0,10394,2,66,8
20210214,140,54,54,-6,90,91,783,0,0,10339,7,53,8
20210215,179,43,48,29,0,0,142,57,47,10223,8,83,2
20210216,190,34,38,73,21,21,474,20,12,10132,8,87,6
20210217,205,47,50,95,6,6,377,0,-1,10143,8,82,5
20210218,172,39,47,81,2,2,320,50,60,10087,7,83,4
20210219,180,38,41,71,60,59,738,0,0,10140,6,82,10
20210220,150,45,46,117,84,82,878,0,-1,10111,8,73,13
20210221,145,31,32,107,91,88,1008,0,0,10127,4,73,15
20210222,178,32,33,122,39,38,627,0,-1,10182,5,60,10
20210223,196,41,42,134,64,61,797,0,0,10274,6,72,13
20210224,187,41,42,137,91,87,998,0,0,10270,5,69,16
20210225,243,14,30,114,67,63,894,0,-1,10268,7,76,14
20210226,310,22,24,65,97,91,1101,0,-1,10351,3,78,15
20210227,17,9,13,43,51,48,760,0,0,10406,6,90,9
20210228,37,20,20,40,88,82,1143,0,0,10376,3,89,14
20210301,81,34,35,55,53,49,876,0,0,10336,4,85,11
20210302,112,19,23,63,100,92,1208,0,0,10302,0,80,16
20210303,336,12,16,45,60,55,877,0,0,10272,6,91,11
20210304,2,26,28,42,0,0,225,0,-1,10223,8,83,3
20210305,19,27,28,19,100,90,1313,0,0,10304,1,73,15
20210306,41,15,18,7,71,64,1064,0,0,10334,3,79,12
20210307,311,12,13,14,4,4,555,0,0,10261,7,78,6
20210308,261,23,27,54,30,27,756,50,28,10224,8,73,10
20210309,269,21,26,51,2,2,342,45,17,10178,7,87,4
20210310,188,49,50,57,0,0,432,60,36,10120,8,84,6
20210311,228,84,89,94,17,15,566,22,16,9962,8,75,8
20210312,224,67,68,71,25,22,485,10,26,10023,8,78,7
20210313,240,69,77,69,19,16,506,59,77,9937,8,75,7
20210314,268,39,41,67,27,23,667,34,23,10085,8,78,9
20210315,312,40,41,66,33,28,697,27,30,10152,8,82,9
20210316,308,20,22,56,2,2,413,106,52,10238,8,87,5
20210317,349,35,36,50,28,23,770,9,4,10270,8,83,10
20210318,338,19,24,44,10,8,649,0,-1,10238,7,85,8
20210319,18,37,39,46,107,89,1493,0,0,10265,1,74,19
20210320,285,18,23,43,53,44,1211,5,2,10287,6,82,15
20210321,336,37,40,61,3,2,592,5,1,10246,8,77,8
20210322,312,17,19,57,21,17,665,0,0,10255,8,79,9
20210323,228,25,27,65,2,2,537,0,0,10247,7,83,7
20210324,220,18,26,67,105,85,1557,0,0,10215,5,80,21
20210325,221,27,30,82,54,43,939,1,1,10195,6,76,13
20210326,192,45,50,97,66,53,1267,25,17,10140,6,71,18
20210327,248,45,50,69,67,53,1052,10,14,10199,6,69,14
20210328,220,55,56,97,14,11,670,0,-1,10248,8,71,10
20210329,220,46,47,123,105,82,1806,0,0,10278,4,62,28
20210330,149,18,20,113,117,91,1867,0,0,10289,3,67,28
20210331,179,5,18,138,114,89,1784,0,0,10213,3,63,29
20210401,10,36,38,96,105,81,1769,0,0,10233,2,73,26
20210402,351,34,35,53,7,5,639,0,-1,10270,6,79,8
20210403,355,41,42,72,48,37,1404,0,0,10283,7,66,19
20210404,257,23,32,63,27,21,811,0,0,10224,7,73,11
20210405,303,55,60,42,65,49,1291,25,16,10111,7,72,16
20210406,302,41,43,25,63,47,1263,22,26,10129,6,76,15
20210407,291,43,45,34,40,30,1037,63,113,10174,7,81,12
20210408,219,37,39,55,48,36,1227,0,-1,10210,8,63,16
20210409,246,23,40,78,68,50,1369,0,0,10133,8,71,19
20210410,36,43,45,50,2,1,525,120,114,10123,8,86,7
20210411,342,38,41,42,37,27,1085,38,12,10153,5,78,13
20210412,272,28,30,35,90,66,1663,12,7,10272,4,77,20
20210413,309,18,21,42,79,58,1502,0,-1,10323,4,68,18
20210414,3,18,26,45,61,44,1411,6,9,10314,6,73,18
20210415,28,21,26,53,59,43,1384,6,13,10309,6,70,18
20210416,11,33,35,65,117,84,2059,0,0,10289,1,64,27
20210417,358,31,32,71,122,87,2133,0,0,10263,2,68,29
20210418,328,21,22,84,91,65,2044,0,0,10229,3,75,29
20210419,61,9,20,88,32,23,1271,0,-1,10202,5,83,18
20210420,1,10,17,109,73,51,1560,0,0,10176,3,69,23
20210421,359,39,40,81,105,74,1976,0,0,10200,5,73,27
20210422,347,27,28,67,86,60,2025,0,0,10269,6,66,27
20210423,359,25,28,71,132,92,2412,0,0,10295,3,70,33
20210424,30,33,34,76,93,64,1873,0,0,10283,6,65,26
20210425,26,34,35,71,59,41,1640,0,0,10274,5,63,22
20210426,26,36,37,73,133,91,2497,0,0,10201,2,63,34
20210427,80,27,31,92,121,83,2384,0,0,10105,2,50,34
20210428,31,37,40,108,70,48,1789,0,0,10044,5,50,27
20210429,303,37,42,77,0,0,337,97,54,10058,8,82,5
20210430,316,16,20,78,15,10,763,77,83,10131,8,88,11
20210501,293,25,28,77,113,76,2000,0,-1,10142,2,74,27
20210502,299,29,31,68,81,54,1663,0,-1,10190,4,71,22
20210503,204,45,48,99,25,17,1494,7,2,10141,8,62,22
20210504,236,72,77,90,25,17,862,63,67,9968,8,77,12
20210505,272,44,47,71,90,60,1846,37,42,10054,7,74,25
20210506,251,12,21,59,51,34,1183,29,42,10064,7,83,15
20210507,269,24,28,65,116,76,2116,9,15,10147,3,75,28
20210508,162,40,42,104,16,10,724,37,25,10107,7,78,11
20210509,176,33,38,185,74,48,1830,9,15,10010,7,68,32
20210510,206,24,37,159,40,26,1242,9,14,10042,8,74,21
20210511,336,5,12,136,4,3,891,32,10,10087,8,83,14
20210512,271,12,23,115,69,45,1779,6,19,10109,5,78,27
20210513,29,10,20,121,75,48,1952,40,87,10076,6,80,30
20210514,360,14,18,111,40,26,1712,6,1,10078,7,82,26
20210515,176,11,18,106,9,6,985,24,32,10027,8,86,15
20210516,220,26,30,114,58,37,1503,24,75,10000,7,83,23
20210517,249,17,29,111,27,17,1100,48,112,10037,8,86,17
20210518,283,19,24,113,92,58,2067,2,8,10126,5,77,31
20210519,250,11,20,104,37,23,1214,27,82,10166,6,88,18
20210520,190,33,36,122,36,23,1624,0,-1,10159,7,74,25
20210521,216,83,83,132,95,60,2077,2,1,10010,6,60,33
20210522,233,39,47,105,13,8,799,86,70,10024,8,84,12
20210523,206,35,38,117,31,19,1552,9,9,10112,8,72,24
20210524,188,34,38,112,14,9,1050,119,162,10069,8,83,16
20210525,243,36,40,102,45,28,1304,15,29,10110,6,83,19
20210526,251,38,43,108,40,25,1471,29,84,10114,7,83,22
20210527,294,33,36,105,10,6,731,73,41,10186,6,86,11
20210528,23,11,18,126,122,75,2588,0,0,10244,5,72,40
20210529,15,26,28,125,141,87,2782,0,0,10271,1,77,43
20210530,37,27,31,149,150,92,2877,0,0,10271,1,70,47
20210531,53,25,25,167,151,92,2878,0,0,10221,0,64,49
20210601,97,28,30,185,152,93,3021,0,0,10169,0,51,54
20210602,116,16,22,210,154,94,2936,0,0,10146,3,56,54
20210603,236,17,26,207,78,47,1931,0,0,10185,7,73,36
20210604,359,18,21,200,90,55,2327,25,12,10203,7,74,42
20210605,300,24,27,157,0,0,709,0,-1,10214,8,89,12
20210606,342,25,30,165,123,74,2862,0,0,10241,2,66,49
20210607,18,25,27,168,152,92,2987,0,0,10241,0,67,51
20210608,23,11,20,191,152,92,2951,0,0,10230,3,62,53
20210609,254,14,17,190,138,83,2808,0,0,10216,3,68,50
20210610,262,9,20,193,143,86,2761,0,0,10205,4,67,50
20210611,238,23,25,186,73,44,2107,0,0,10194,8,81,37
20210612,302,30,34,167,89,53,2327,0,-1,10221,5,69,40
20210613,334,9,15,166,153,92,3018,0,0,10268,0,66,52
20210614,290,8,25,203,148,89,2946,0,0,10206,4,61,54
20210615,18,20,24,183,110,66,2637,0,0,10207,7,61,47
20210616,110,13,19,216,150,90,2855,0,0,10135,3,65,53
20210617,245,10,31,240,107,64,2542,0,0,10109,5,67,49
20210618,100,18,31,224,74,44,2026,29,178,10119,5,82,38
20210619,261,12,32,181,18,11,803,14,90,10129,8,85,14
20210620,330,13,30,186,46,27,1543,9,7,10078,8,82,27
20210621,16,37,38,140,2,1,830,95,108,10110,8,88,13
20210622,24,37,38,145,49,29,1807,16,5,10179,8,71,30
20210623,14,25,25,146,10,6,1552,24,7,10218,8,74,25
20210624,352,14,20,150,25,15,1622,0,0,10206,6,73,27
20210625,193,22,25,148,4,2,1055,24,13,10177,7,87,17
20210626,81,17,24,198,81,48,2302,0,0,10184,8,77,42
20210627,80,31,36,208,60,36,2045,19,68,10155,7,76,38
20210628,5,8,14,203,46,28,1238,0,-1,10135,7,86,23
20210629,325,25,26,173,3,2,821,26,12,10117,8,91,14
20210630,313,26,28,140,0,0,443,76,26,10126,8,93,7
20210701,267,30,31,150,5,3,696,21,6,10153,8,84,11
20210702,218,11,18,166,29,17,1193,14,2,10169,7,84,20
20210703,135,18,21,184,40,24,1528,22,77,10143,7,83,27
20210704,230,10,15,181,37,22,1532,38,57,10095,7,86,27
20210705,181,23,28,167,33,20,1383,30,47,10075,8,87,24
20210706,194,50,53,180,51,31,1459,8,5,10050,7,72,26
20210707,201,22,28,172,58,35,1772,0,0,10147,5,76,31
20210708,319,16,18,181,67,41,1995,0,0,10205,7,74,35
20210709,268,12,19,176,116,70,2612,0,0,10210,3,78,46
20210710,332,11,15,184,37,22,1702,0,-1,10165,8,78,30
20210711,287,7,18,188,58,35,1781,0,-1,10158,7,81,32
20210712,113,18,21,197,51,31,1885,0,-1,10109,8,78,34
20210713,350,28,29,188,0,0,505,4,5,10108,8,91,9
20210714,329,41,41,188,15,9,824,22,12,10114,8,90,15
20210715,349,46,46,178,0,0,289,42,63,10164,8,91,5
20210716,343,33,34,180,74,45,1886,0,-1,10232,6,74,33
20210717,360,32,33,200,139,86,2798,0,0,10260,1,73,51
20210718,334,23,27,202,150,93,2759,0,0,10238,0,74,50
20210719,20,18,20,174,85,53,1940,0,0,10223,3,75,34
20210720,39,15,18,172,136,84,2729,0,0,10218,1,71,47
20210721,350,8,17,194,118,73,2480,0,0,10232,2,69,45
20210722,6,26,29,183,130,81,2530,0,0,10223,1,71,45
20210723,53,25,26,170,58,36,1567,0,0,10176,5,77,27
20210724,73,13,21,182,26,16,1005,7,1,10095,8,84,18
20210725,183,5,20,197,87,55,1917,25,190,10079,6,84,35
20210726,185,18,23,183,45,28,1441,35,201,10094,7,90,25
20210727,199,25,27,176,19,12,1119,31,151,10102,7,89,19
20210728,211,44,46,176,40,25,1264,9,33,10085,6,80,22
20210729,234,48,50,173,129,82,2464,6,9,10098,5,66,43
20210730,199,37,40,170,48,31,1401,11,40,10063,7,76,24
20210731,248,36,39,164,61,39,1447,27,86,10070,5,86,25
20210801,267,21,28,160,35,23,1317,12,23,10099,6,86,22
20210802,304,15,18,153,73,47,1629,0,-1,10142,6,75,27
20210803,34,14,15,143,18,12,1011,11,64,10138,7,85,16
20210804,25,10,15,161,67,44,1660,13,6,10133,4,81,28
20210805,129,14,17,183,70,46,1750,0,0,10073,6,77,31
20210806,209,42,46,188,63,41,1540,4,21,10017,7,75,27
20210807,185,37,38,170,62,41,1668,23,77,10013,6,80,29
20210808,212,51,52,163,43,28,1415,37,84,10074,7,82,24
20210809,204,34,35,166,51,34,1334,8,121,10140,7,81,23
20210810,238,23,28,168,102,68,1849,5,19,10158,4,80,32
20210811,184,14,19,174,124,83,2311,0,0,10189,5,77,40
20210812,221,16,21,190,87,58,2070,0,-1,10192,6,78,37
20210813,238,29,31,177,53,36,1561,0,0,10211,7,77,27
20210814,222,23,26,176,71,48,1476,0,0,10197,6,80,26
20210815,232,30,33,191,76,52,1978,0,0,10125,7,76,35
20210816,274,39,44,159,46,31,1141,20,65,10125,6,75,19
20210817,245,26,27,147,2,1,446,38,47,10162,8,89,7
20210818,249,24,25,168,1,1,737,13,16,10146,8,85,13
20210819,233,26,27,165,0,0,461,6,4,10135,8,87,8
20210820,240,18,22,175,43,30,1228,0,-1,10163,6,85,21
20210821,133,14,18,187,38,26,1426,35,119,10168,8,84,25
20210822,267,20,31,179,10,7,766,56,188,10153,8,92,13
