date,temp_c,precip_mm,sunshine_h,global_rad,pressure_hpa,nao,gdp_mln_eur,population,wind_energy_gwh,solar_energy_gwh,day_of_week,month,is_weekend,is_holiday,sin1_ann,cos1_ann,sin2_ann,cos2_ann
2012-07-06,1.3036441776284446,-0.4789106033453993,-0.19163886687473414,0.4795446762734295,-0.6777025014225205,-1.1351425789210394,-1.038884629147817,-0.6754192311711288,-0.6955200436314088,-0.5565885555603911,4,7,0,0,-0.09233133369539122,-0.9957283388645872,0.18387385105132759,0.9829498496360606
2012-07-07,1.2079707737233703,0.06576909763311233,0.8096703142775072,1.3651147242394814,-0.48971013540999847,-1.1351425789210394,-1.0331819378501572,-0.6747037645357712,-0.6955200436314088,-0.5565885555603911,5,7,1,0,-0.10944576864891556,-0.993992768446958,0.21757660514828173,0.9760432474496961
2012-07-08,0.9528416966431729,3.689984031067054,-0.7161341522401939,-0.31633140107123914,-1.0119111521114288,-1.1351425789210394,-1.027479246552499,-0.6739882979004268,-0.6955200436314088,-0.5565885555603911,6,7,1,0,-0.12652781683868314,-0.9919630595773397,0.25102184062588273,0.9679814231320732
2012-07-09,0.9209505620081483,-0.33226606846656925,-0.7638155418188721,0.12834856595308364,-0.46882209474194836,-1.1351425789210394,-1.0217765552548388,-0.6732728312650824,-0.6955200436314088,-0.5565885555603911,0,7,0,0,-0.1435724234118113,-0.9896398128792412,0.2841699724797683,0.9587739184713191
2012-07-10,0.889059427373123,-0.39511372627178215,0.02292738622931745,0.6462996639075506,-0.39571395240374335,-1.1351425789210394,-1.016073863957179,-0.6725573646297381,-0.6955200436314088,-0.5565885555603911,1,7,0,0,-0.16057454459499376,-0.9870237158387383,0.31698176735052785,0.9484316312562208
2012-07-11,0.7614948888330244,0.08671831690151663,0.046768081018656656,0.7625228371070895,-0.5628182777482035,-1.1351425789210394,-1.0103711726595188,-0.6718418979943804,-0.6955200436314088,-0.5565885555603911,2,7,0,0,-0.177529149187035,-0.984115542601034,0.34941838995939767,0.9369668023778549
2012-07-12,0.5860936483403886,1.1551284995901354,0.7858296194881683,1.1642507618620175,-0.3748259117356814,-1.1351425789210394,-1.0046684813618605,-0.671126431359036,-0.6955200436314088,-0.5565885555603911,3,7,0,0,-0.19443122004766197,-0.9809161537413774,0.3814414490727919,0.9243930013415553
2012-07-13,0.7455493215155121,0.5685503600748153,-0.6922934574508549,0.0323381185273776,-1.2521236197940937,-1.1351425789210394,-0.9989657900641988,-0.6704109647236918,-0.6955200436314088,-0.5565885555603911,4,7,0,0,-0.2112757555821793,-0.9774264960104055,0.4130130429412808,0.9107251102063585
2012-07-14,0.6498759176104381,0.29621050958555956,-0.9068597105549066,0.08413322832282429,-1.1894594977899198,-1.1351425789210394,-0.9932630987665405,-0.6696954980883474,-0.6955200436314088,-0.5565885555603911,5,7,1,0,-0.22805777122151982,-0.9736476020539838,0.4440958041592176,0.8959793059709459
2012-07-15,0.7136581868804875,-0.4370121648085907,0.47590058722676004,0.7372569298897984,-0.10328138305094715,-1.1351425789210394,-0.9875604074688805,-0.6689800314529897,-0.6955200436314088,-0.5565885555603911,6,7,1,0,-0.2447723008972596,-0.9695805901076308,0.474652943891935,0.8801730414269229
